"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","Y"
2392.26,68.76,-0.21,87.74,1.27,176.830687392708,24,0.97,102,50.0734,15.7666666666667,17.3,5.33,0.96,31.7,4.84,5,57.76,1016.26,149.158,"A",455.75
2175.83,56.39,-0.75,96.3,1.55,188.414367450154,30,1.43,93,49.8555,14.0666666666667,18.2,1.25,8.06,31,3.98,2,49.39,1018.83,115.56,"A",455.86
2246.94,54.47,-0.46,61.25,1.05,183.834236077437,31,0.95,94,49.7654,15.1433333333333,21.43,1.04,0.8,33.6,4.07,4,46.97,1013.94,24.5,"A",457.68
2256.95,50.85,-0.15,88.38,1.53,187.398263800127,29,0.91,97,50.1933,14.72,11.16,1.32,0.85,28.9,4.21,4,40.05,1014.95,61.866,"B",479.11
2232.44,82.66,-0.48,74.77,0.68,167.786325260387,28,0.57,103,49.9318,21.1266666666667,30.38,1.82,0.78,33.1,4.7,4,74.16,1007.44,52.339,"A",432.84
2233.18,75.52,0.04,68.18,1.41,177.113322176826,29,1.01,95,49.9785,16.7866666666667,23.36,1.15,1.15,31.9,4.13,3,62.52,1016.18,40.908,"B",448.37
2274.56,54.75,-0.18,77.2,1.3,189.006206100594,22,0.86,121,49.8062,15.23,21.69,2.72,0.98,30.5,4.85,5,47.45,1007.56,185.28,"B",447.06
2360.1,69.11,0.44,49.54,2.79,184.423126412534,27,1.17,108,50.0751,17.8733333333333,23.62,8.97,1.13,32.3,4.98,4,49.21,1014.1,69.356,"C",443.53
2210.13,76.85,0.35,92.22,1.16,179.481185959767,27,1.12,105,50.0876,16.29,21.87,1.45,0.67,29.3,4.3,3,61.45,1011.13,55.332,"D",445.21
2177.53,92.11,0.89,33.65,1.32,169.752102022374,31,0.99,101,50.1689,19.75,29.25,0.73,1.25,24.5,3.17,3,66.51,1015.53,20.19,"A",441.7
2235.05,83.26,0.35,64.59,1.65,170.436976433324,30,1.09,94,50.2005,18.6766666666667,20.03,0.93,1.4,30.5,3.74,3,66.86,1013.05,45.213,"A",450.93
2115.95,57.38,-0.43,100.09,0.74,180.337167212365,34,0.88,94,49.8254,16.0466666666667,18.14,0.69,1.1,28.8,3.47,3,49.78,1002.95,20.018,"A",451.44
2285.32,68.79,-0.06,68.04,1.06,182.716038212567,26,0.93,101,50.2709,18.0766666666667,24.23,1.69,1.08,28.6,4.41,5,56.89,1012.32,122.472,"A",441.29
2155.48,59.65,0.12,48.94,0.99,181.333997691736,40,1.57,83,50.2246,18.0366666666667,18.11,0.26,1.64,30.5,3.12,1,44.85,1014.48,4.894,"B",458.85
2057.24,51.25,-0.14,74.47,0.85,187.01921186572,36,1.03,99,49.2708,10.19,6.57,0.57,1.46,30.7,3.12,2,43.65,1018.24,29.788,"A",481.46
2306.93,60.31,0.25,81.02,1.64,197.104284981097,28,1.15,99,50.2167,12.1866666666667,12.56,2.26,1.42,30.9,4.61,4,43.41,1016.93,97.224,"D",467.19
2047.5,48.28,-0.73,71.17,0.6,184.100440901299,33,1.03,96,49.7065,14.4666666666667,13.4,0.53,1.24,23.3,3.04,2,41.58,1020.5,49.819,"B",461.54
2027.28,64.04,0.15,53.85,0.77,178.650622507166,34,1.15,89,50.0054,21.0333333333333,27.1,0.46,1.49,29.5,3.1,1,52.84,1006.28,10.77,"A",439.08
2244.79,57.34,0.18,70.67,1.1,185.921373146269,28,1.08,107,49.8887,15.76,14.28,1.18,0.89,31,3.98,2,42.74,1028.79,77.737,"A",467.22
2264.49,68.84,0.7,59.36,2.9,185.028214463539,27,0.94,108,50.1613,17.43,16.29,4.79,1.22,28.4,4.54,4,44.34,1019.49,106.848,"A",468.8
2272.66,81.78,0.04,57.17,1.36,167.515058508542,29,1.57,103,50.0987,20.4133333333333,31.24,1.82,0.58,33.7,4.62,2,71.98,1004.66,45.736,"A",426.93
2263.36,57.93,0.44,70.29,2.05,187.7130060401,28,1.03,104,50.1683,16.5233333333333,10.57,2.57,0.8,28.6,4.36,3,37.73,1024.36,91.377,"B",474.65
2096.93,49.91,-0.91,83.37,0.69,194.979623590012,37,1.06,83,49.7402,11.6,13.8,0.54,2.22,30.8,2.85,1,44.21,1022.93,8.337,"C",468.97
2184.18,86.38,0.53,87.36,1.33,164.722386685344,30,1.2,103,49.9496,20.4333333333333,25.3,0.89,0.99,31.2,3.64,2,71.58,1010.18,34.944,"B",433.97
2382.52,64.66,0.22,100.09,1.75,180.063097302201,26,1.06,106,50.1488,17.02,18.06,5.64,0.94,29.4,4.71,5,50.16,1009.52,120.108,"B",450.53
2168.98,70.14,0.07,68.78,1.15,173.403076036743,34,1.83,93,50.0656,17.4733333333333,25.42,0.37,4.05,26.2,2.87,2,59.04,1011.98,27.512,"A",444.51
2184.29,53.49,0.16,70.98,1,181.563036641035,33,1.23,101,49.9601,17.0233333333333,15.07,0.75,1.19,30.2,3.23,1,40.69,1015.29,56.784,"A",469.03
2191.36,81.14,-0.28,75.68,1.08,176.005921552526,29,0.9,98,49.7173,11.9166666666667,11.75,1.3,1,31.9,4.3,4,71.14,1019.36,37.84,"B",466.56
2166.15,62.35,-0.14,47.49,0.86,174.653214292151,33,1.01,95,50.2097,18.7433333333333,20.23,0.59,1.23,28.3,3.6,2,52.05,1012.15,28.494,"A",457.57
2246.24,76.64,0.77,71.99,2.84,172.669245510328,26,1.57,111,50.0727,20.1033333333333,27.31,2.92,0.56,30.2,4.46,3,59.54,1006.24,86.388,"B",440.13
2094.57,87.44,0.26,66.55,1.37,170.24024120044,36,1.24,81,49.996,20.5233333333333,28.57,0.22,100,29.2,3.1,2,69.84,1003.57,26.62,"D",433.24
2107.64,55.52,0.24,74.73,0.94,183.201310658158,36,1.31,102,49.845,17.9666666666667,17.9,0.63,1.32,28.7,3.15,1,43.72,1008.64,59.784,"B",452.55
2171.04,80.97,-0.22,64.78,0.87,166.94865619217,37,1.01,91,50.2006,18.9433333333333,23.83,0.48,6.25,27.5,3.35,3,71.37,1002.04,25.912,"A",443.29
2160.47,89.69,0.34,75.13,0.85,159.401032118471,33,1.14,94,50.1706,21.3066666666667,27.92,0.53,1.02,26.8,2.72,2,74.99,1005.47,15.026,"C",431.76
2163.81,52.98,-0.46,56.38,0.89,191.675691568342,35,1.43,88,50.1065,14.78,17.34,0.56,2.12,28.7,3.57,2,44.78,1007.81,11.276,"A",454.97
2057.42,72.57,-0.27,94.35,0.88,174.184028044451,33,1.24,91,49.8068,13.98,17.94,0.67,0.97,31.3,3.43,1,63.07,1012.42,28.305,"B",456.7
2160.75,49.3,-0.39,86.55,0.7,186.103706253965,36,0.92,86,50.1562,13.1333333333333,6.4,0.46,1.2,29.3,3.34,3,39.9,1007.75,8.655,"B",486.03
2163.37,49.46,-0.13,82.95,1.09,201.830759763806,31,1.04,99,49.8391,11.9266666666667,11.78,1.02,0.87,32.9,3.99,3,39.96,1011.37,33.18,"A",472.79
2201.12,64.55,-0.21,88.42,0.78,180.26023172283,29,0.89,96,49.9099,14.76,20.28,1,1.22,30.1,4.02,3,57.25,1010.12,26.526,"A",452.03
2163.26,61.8,-0.49,85.61,0.13,183.594770141948,30,0.41,92,50.041,16.0133333333333,21.04,0.17,1.05,28.2,3.42,3,54.2,1012.26,34.244,"A",443.41
2243.49,79.32,0.28,58.39,1.12,163.739995891372,31,1.28,107,49.8449,20.37,25.11,1.2,0.76,29.3,4.02,2,67.32,1014.49,40.873,"A",441.93
2227.51,77.68,-0.65,74.28,0.56,171.395278511232,33,0.66,93,49.947,19.0933333333333,30.28,0.64,1.16,31.6,3.7,3,70.98,1007.51,14.856,"A",432.64
2290.15,45.24,-0.29,87.85,1.51,195.084315223408,25,0.91,113,49.874,13.7133333333333,8.14,3.66,0.83,31.1,4.89,4,36.24,1013.15,184.485,"A",480.25
2144.47,55.23,0.46,83.5,1.01,181.565945470853,35,1.61,97,49.9104,17.62,16.86,0.3,1.21,30.6,3.1,1,39.63,1004.47,50.1,"A",466.68
2239.19,48.87,-0.41,65.24,0.96,199.329779567955,25,1.1,101,49.9025,10.0833333333333,6.25,1.8,0.79,34.2,4.69,3,40.07,1020.19,130.48,"B",494.39
2208.46,60.72,-0.51,75.01,1.04,183.446088324853,29,1.21,96,49.8741,15.45,22.35,1.14,1.16,32,4.01,3,54.42,1012.46,60.008,"B",454.72
2363.28,69.45,-0.11,84.52,2.22,177.838915747435,28,1.59,102,50.1623,14.9933333333333,17.98,5.86,0.84,32.6,4.89,3,56.85,1012.28,118.328,"C",448.71
2340.43,63.18,0.6,80.52,4.93,195.597563003067,20,1.02,112,50.3074,16.0633333333333,21.19,95.6,0.73,29.6,5.5,6,42.48,1013.43,193.248,"C",469.76
2148.64,52.69,-0.61,75.14,0.81,180.834397671648,31,1.13,93,49.7642,17.98,20.94,0.97,1.09,33.2,3.96,2,44.89,1009.64,67.626,"A",450.71
2190.8,67.19,-0.07,75.75,0.9,173.550302497885,33,1.25,100,49.84,18.0766666666667,24.23,0.75,1.21,29.7,3.38,2,58.79,1009.8,45.45,"A",444.01
2281.46,64.5,-0.57,76.72,0.71,184.547741091887,29,0.95,103,49.9856,15.3933333333333,19.18,1.33,1.32,29.7,4.23,3,58.2,1017.46,99.736,"B",453.2
2293.39,71.75,0.4,85.47,1.64,182.549710780176,23,0.91,111,49.8982,15.96,20.88,2.37,0.78,30.6,4.72,4,57.85,1012.39,76.923,"D",450.87
2158.67,79.56,0.26,57.95,0.91,166.34799860275,34,0.97,88,50.0977,18.89,23.67,0.51,1.1,27.9,2.73,2,63.86,1019.67,5.795,"A",441.73
2251.41,48.22,-0.13,78.32,1.33,193.170880307163,27,0.96,107,49.7906,12.7066666666667,14.12,2.18,0.79,33.3,4.81,4,39.52,1018.41,70.488,"A",465.09
2227.59,81.93,0.54,52.2,3.92,167.687416395062,31,1.53,101,50.0379,19.41,25.23,1.59,0.94,28.6,4.06,3,64.63,1020.59,26.1,"A",447.28
2308.54,56.13,0.29,93.69,2.87,189.998598148169,26,0.96,97,49.9641,11.18,6.54,3.25,0.95,31.5,4.37,5,39.33,1011.54,56.214,"C",491.16
2253.99,77.02,0.51,75.74,1.43,172.302836883134,30,0.98,106,49.9296,16.6933333333333,20.08,1.24,0.85,31,4.24,4,62.52,1017.99,45.444,"A",450.98
2286.75,76.46,0.22,67.56,1.17,171.299372735748,28,0.88,101,50.1185,20.2233333333333,24.67,1.28,0.8,28.3,4.09,4,63.56,1013.75,40.536,"D",446.3
2285.37,95.84,0.67,69.46,1.27,168.701823515818,29,1.34,106,50.32,19.2733333333333,27.82,1.2,1.57,27,3.92,2,79.74,1008.37,34.73,"A",436.48
2142.41,52.83,0.01,74.58,1.04,178.969869671743,35,2.29,95,50.1433,17.1833333333333,15.55,0.22,2.37,26.1,3,1,42.03,1017.41,52.206,"B",460.84
2197.43,85.01,0.39,53.23,1.23,170.401578842847,33,1.43,96,50.0364,18.0866666666667,24.26,0.67,2.14,29.5,3.5,2,69.51,1013.43,37.261,"B",442.56
2242.19,47.79,-0.38,88.72,0.92,200.794438792448,30,1.07,93,49.9748,11.4833333333333,13.45,0.94,1.22,33.3,4.06,3,41.49,1020.19,35.488,"A",467.3
2061.47,49.84,-0.19,96.16,1.04,187.327617878581,37,1.12,96,49.519,12.6866666666667,11.06,0.33,2.75,28.4,3.03,2,40.64,1021.47,28.848,"A",479.13
2198.72,60.7,-0.49,68.26,0.92,184.00333554149,30,0.92,94,50.1206,18.3033333333333,24.91,1.04,1.06,32.4,4.14,3,52.3,1008.72,47.782,"A",441.15
2155.78,67.74,-0.32,86.39,0.97,179.596043038055,33,0.91,101,49.6317,15.4633333333333,22.39,0.89,1.56,29.5,3.64,3,59.04,1011.78,34.556,"A",445.52
2351.62,47.79,-0.45,85.34,1.24,194.429708528982,27,1.49,99,50.1263,12.9833333333333,11.95,2.21,1.36,35.3,4.66,2,40.69,1015.62,162.146,"B",475.4
2274.91,61.49,1.12,72.64,1.9,191.570448109438,24,1.03,110,50.321,15.95,14.85,2.01,0.69,30.1,4.57,4,40.69,1014.91,43.584,"B",469.3
2271.17,51.32,0.04,97.82,1.16,187.860195843215,28,1.08,106,50.1422,13.37,10.11,1.49,0.8,29.2,4.48,3,41.62,1017.17,78.256,"B",463.57
2240.71,89.07,0.55,77.22,1.64,169.958064418392,29,1.11,103,49.927,17.89,23.67,1.36,1.12,32.1,4.02,3,68.67,1006.71,77.22,"B",445.32
2182.36,51.01,-0.56,80.59,0.78,185.605603225108,36,1.12,95,49.6527,13.38,16.14,0.62,1.68,30.1,3.19,2,44.21,1020.36,24.177,"D",461.03
2134.99,56.73,0.29,46.91,1.04,189.352115456387,30,1.16,105,49.6768,14.0366666666667,15.11,0.96,1.31,27.4,3.67,2,43.13,1014.99,42.219,"B",466.74
2036.47,62.57,-1.54,57.76,0.11,172.037354427192,33,0.9,93,49.3426,17.0466666666667,24.14,0.12,1.06,27.7,2.31,0,59.87,1018.47,23.104,"A",444.04
2170.6,83.65,0.35,53.09,1.14,169.376865936555,33,1.8,96,50.2444,23.0266666666667,30.08,0.47,8.91,25.7,3.41,2,67.25,1017.6,42.472,"A",434.01
2249.5,62.5,0.8,84.31,1.27,179.891838910378,32,1.54,105,50.1737,16.9233333333333,14.77,0.99,0.88,26,3.64,2,44.9,1020.5,33.724,"B",465.23
2266.63,87.24,0.61,71.58,1.73,168.771633701197,26,1.08,107,50.1231,19.2,27.6,2.23,0.66,30.3,4.55,4,69.34,1009.63,50.106,"D",440.6
2219.66,61.34,0.47,92.97,1.48,191.624368187659,27,1.01,103,50.0075,13.63,13.89,1.41,1.29,30.9,4.4,3,44.84,1023.66,74.376,"A",466.74
2238.43,86.6,-0.14,74.55,1.04,171.352344167119,29,0.94,93,50.3576,18.95,26.85,1.1,1.06,29.2,4.16,4,75.6,1017.43,29.82,"C",433.48
2144.36,49.66,-0.46,78.96,0.59,182.750778116724,37,1.14,85,49.924,15.1366666666667,12.41,0.26,1.52,29.4,3.05,2,40.96,1023.36,31.584,"B",473.59
2143.75,51.84,-0.25,64.44,0.99,193.441510232185,35,1.08,88,50.0612,14.36,13.08,0.41,2.91,28.6,3.41,2,41.74,1020.75,12.888,"B",474.81
2183.58,55.46,0.24,68.23,0.95,192.76710419455,29,1.19,103,49.6545,14.31,18.93,1.03,1.19,32.2,3.78,2,44.06,1017.58,54.584,"B",454.75
2160.6,63.99,0.53,70.81,1.1,184.523314402773,32,1.15,99,50.1828,17.8333333333333,20.5,0.63,1.61,26.6,3.1,2,49.69,1009.6,42.486,"A",452.94
2152.94,77.63,-0.03,61.66,1.16,174.874647352166,31,0.93,100,49.8106,18.24,30.72,0.85,1.68,27,3.68,3,69.13,1009.94,18.498,"A",435.83
2352.53,57.12,0.43,77.76,3.05,198.26613192028,24,0.67,104,50.2062,11.5166666666667,7.55,18.49,0.94,31.2,5.71,5,39.22,1014.53,85.536,"C",482.19
2418.46,56.17,-0.19,69.49,1.46,189.13327344427,24,0.97,100,50.4967,15.4966666666667,13.49,4.02,1.06,32.5,4.91,5,44.47,1030.46,145.929,"B",466.66
2316.03,56.22,0.39,96.26,1.28,195.934842371222,27,1.08,105,50.0317,14.2066666666667,15.62,3.57,0.85,33.3,4.98,3,40.12,1013.03,77.008,"A",462.59
2158.69,72.33,-0.4,55.74,0.85,174.203766773109,35,1.17,86,50.1117,17.2666666666667,24.8,0.43,2.13,29.5,2.99,2,64.63,1020.69,27.87,"C",447.82
2266.55,48.82,-0.51,95.61,1.1,194.976112352428,29,1.21,108,49.8338,11.3433333333333,10.03,1.57,1.21,33.5,4.31,2,41.62,1014.55,172.098,"A",462.73
2091.06,71.31,-0.52,84.75,0.67,171.052296373639,35,1.18,82,50.057,18.4766666666667,22.43,0.28,1.32,30.1,2.87,0,63.21,1012.06,16.95,"A",447.98
2280.15,45.41,-0.69,75.3,1.63,199.614792604152,24,1.17,108,49.8317,11.9833333333333,14.95,4.35,1.38,32.1,5.14,3,39.31,1009.15,195.78,"D",462.72
2446.82,75.06,0.71,67.5,2.1,182.610377316287,24,0.86,105,50.6164,18.26,24.78,4.3,0.66,31.9,5.42,5,58.46,1016.82,47.25,"A",442.42
2093.64,59.51,0,80.92,0.87,184.568403697342,34,1.27,91,50.0873,16.7333333333333,23.2,0.42,1.3,28.2,2.96,1,48.41,1008.64,16.184,"A",444.69
2222.73,44.9,-0.4,79.23,0.63,195.125088106803,26,0.85,110,50.0173,15.67,14.01,1.6,0.83,28.4,4.45,3,39,1016.73,95.076,"A",466.7
2252.38,70.03,-0.42,81.1,0.55,179.851270434082,27,0.91,107,49.9345,14.4666666666667,19.4,2.13,0.77,30.7,4.61,3,64.63,1020.38,48.66,"A",453.84
2299.83,73.62,-0.36,32.8,1.07,174.94325876815,27,0.97,104,50.223,21.05,30.15,2.39,0.78,32,5.14,4,67.32,1013.83,39.36,"B",436.92
2333.82,52.38,0.41,84.31,3.44,190.375607081996,26,1.52,101,50.5044,14.3033333333333,6.91,7.8,1.76,28.7,4.67,4,36.08,1021.82,84.31,"A",486.37
2072.42,71.77,-0.06,46.15,0.91,175.890089259487,36,0.87,95,49.8299,19.68,29.04,0.63,1.52,29.8,3.01,3,60.07,1015.42,4.615,"B",440.43
2208.94,68.47,-0.58,53.96,0.92,174.184028044451,28,1.02,103,49.9212,18.6733333333333,26.02,1.53,1.04,31.5,4.53,3,63.07,1010.94,75.544,"B",446.82
2374.11,50.18,-0.26,59.83,1.01,192.730578189905,27,0.91,102,50.3372,12.9633333333333,5.89,2.94,1.13,30.4,4.78,4,39.48,1005.11,125.643,"A",484.91
2136.27,86.64,0.5,75.3,0.9,162.141378216715,36,0.85,97,49.9825,20.84,26.52,0.44,2.02,26.1,2.88,3,71.64,1008.27,15.06,"A",437.76
2115.27,82.08,0.46,42.53,0.98,176.270626185034,32,1.21,101,49.8833,18.51,28.53,0.64,2.3,28.3,2.9,1,68.08,1013.27,38.277,"B",438.91
2203.97,62.44,0.68,70.58,1.14,192.672050824663,33,1.36,95,50.0892,15.53,16.59,0.86,1.14,31.8,3.84,2,39.54,1007.97,21.174,"B",464.19
2269.89,75.39,-0.21,91.69,1.02,172.978818455856,28,1.21,99,50.2609,17.65,22.95,1.2,1.04,32.3,4.09,3,67.79,1009.89,119.197,"A",442.19
2298.38,62.93,0.47,63.55,1.6,183.476261262522,27,1.2,101,50.469,18.9866666666667,23.96,2.8,0.67,32.9,5.21,3,47.43,1008.38,38.13,"A",446.86
2171.89,62.9,0.37,61.51,1.73,189.363778704892,31,1.24,91,50.1559,14.8266666666667,17.48,0.88,8.08,29,3.76,3,44.2,1018.89,49.208,"B",457.15
2274.14,61.65,0.38,69.55,1.61,196.417162210731,27,1.12,104,50.2781,11.23,6.69,1.74,1.31,30.2,4.38,3,43.65,1020.14,76.505,"B",482.57
2195.44,52.76,0.14,98.08,0.66,193.8895123542,31,0.68,92,50.2148,13.4166666666667,10.25,0.52,1.1,29.2,3.83,3,41.26,1007.44,29.424,"A",476.03
2232.69,76.08,-0.96,79.34,0.94,173.604075040408,27,1.08,107,49.7233,16.6233333333333,28.87,1.97,0.99,30.5,4.82,3,72.58,1008.69,87.274,"A",428.89
2230.07,47.03,-0.32,81.28,1.15,186.275012199441,28,1,104,49.7429,14.0133333333333,12.04,1.4,0.8,34.1,4.48,3,40.23,1018.07,56.896,"A",472.7
2379.04,64.3,0.16,78.99,1.54,186.722596657867,27,0.97,101,50.034,15.5266666666667,22.58,2.55,1.15,36.2,4.97,5,52.3,1009.04,55.293,"D",445.6
2125.63,60.55,-0.52,80.38,0.86,181.911529691305,34,1.29,83,49.8584,13.04,15.12,0.4,1.29,30.6,3.05,1,52.05,1014.63,32.152,"B",464.78
2150.02,68.35,-0.38,51.16,0.79,173.898481009671,33,1.15,91,49.8827,18.4933333333333,25.48,0.72,1.06,32,3.68,2,58.95,1017.02,20.464,"B",440.42
2326.96,87.49,0.35,72.17,2.73,165.51499419289,29,0.93,100,50.2588,20.29,27.87,2.61,1.4,32,4.58,5,70.79,1003.96,43.302,"A",428.41
2100.65,83.87,0.4,75.39,0.78,160.968351315406,36,1.34,99,49.9785,19.9066666666667,23.72,0.2,1.08,23.6,1.83,1,70.47,1010.65,22.617,"B",438.5
2122.84,77.53,0.51,68.91,0.93,164.33943662609,33,1.16,96,50.0028,21.3333333333333,25,0.45,1,29,2.98,1,59.43,1007.84,6.891,"A",438.28
2097.35,47.44,-0.63,96.38,0.64,189.710920905026,35,0.93,85,49.7948,11.8066666666667,8.42,0.41,2.07,30,2.59,2,40.64,1022.35,48.19,"A",476.29
2240.5,65.39,-0.28,70.54,1.06,182.591641000288,27,0.84,109,49.855,15.4866666666667,22.46,1.73,0.93,28.9,4.6,5,58.49,1011.5,56.432,"B",448.46
2333.62,73.59,0.23,45.8,2.57,181.188399992305,22,0.92,109,49.9256,18.9733333333333,29.92,26.19,1.14,29.4,4.94,5,57.19,1008.62,100.76,"A",438.99
2307.9,43.92,-0.81,57.95,0.74,203.546827927842,25,0.53,102,49.8917,10.8933333333333,11.68,5.73,0.85,31.1,5.72,5,39.22,1017.9,81.13,"B",471.8
2206.74,62.84,0.82,81.89,1.06,179.095277780304,30,1.11,99,50.1362,16.68,14.04,0.86,0.96,28.2,3.64,3,42.44,1012.74,40.945,"B",471.81
2232.12,66.54,-0.18,69.32,0.73,175.113215134185,29,1,109,49.8194,15.62,19.86,1.4,0.93,30.5,4.3,2,59.14,1016.12,34.66,"C",449.82
2169.13,80.38,0.36,59.14,1.1,168.531915767155,30,1.05,105,49.7525,17.6633333333333,25.99,0.98,0.79,30.4,3.9,3,68.08,1013.13,17.742,"A",442.14
2160.74,73.29,0.16,81.54,1.05,180.633988314125,31,1.29,95,50.203,18.8066666666667,23.42,1.05,1.53,28.4,3.96,2,58.79,1009.74,57.078,"B",441.46
2188.37,51.02,0.06,85.81,1.05,186.761926068376,30,1.03,102,49.9959,14.5333333333333,10.6,0.93,0.91,29.6,3.85,3,40.22,1011.37,68.648,"A",477.62
2219.45,74.47,0.31,65.41,1.71,176.169219352186,31,0.99,106,49.7435,15.99,20.97,1.2,2.48,27.1,3.9,4,61.87,1011.45,52.328,"D",446.76
2170.46,49.52,-0.02,81.15,1.15,190.964501960289,31,1.13,102,49.6265,12.7133333333333,14.14,0.98,1.12,31.6,3.94,2,39.82,1012.46,48.69,"B",472.52
2133.27,56.81,0.16,95.87,1.53,185.35716605102,35,1.25,87,50.166,14.8533333333333,8.56,0.12,20.04,26.6,3,3,40.71,1021.27,67.109,"B",471.58
2239.15,81.19,-0.41,90.24,2.18,168.17423878816,27,0.98,107,50.0761,18.2866666666667,24.86,9.31,1.07,29.3,5.08,5,72.39,1001.15,135.36,"A",440.85
2269.33,83.24,-0.85,75.13,1.14,162.108506881008,26,0.97,106,49.8063,19.6666666666667,29,2.31,0.57,35.3,5.07,3,77.54,1011.33,90.156,"A",431.37
2225.64,83.67,0.01,88.22,1.66,174.322544385975,26,0.95,111,49.7837,18.1966666666667,27.59,1.93,0.89,31.4,4.59,4,71.97,1008.64,167.618,"A",437.33
2255.68,55.21,0.1,81.48,0.92,191.075124900923,30,0.89,99,50.15,14.4833333333333,10.45,0.89,1.59,29.4,3.83,3,40.71,1015.68,73.332,"A",469.22
2220.51,49.68,-0.31,89.84,0.76,191.962148414402,32,0.96,96,50.043,12.8366666666667,8.51,0.86,1.03,31.6,4.03,3,40.78,1023.51,44.92,"D",471.11
2284.98,81.51,0.32,43.57,1.95,176.231189885823,26,1.42,102,50.0044,18.94,29.82,1.96,0.98,35.1,4.6,2,66.51,1010.98,60.998,"B",439.17
2122.11,67.96,-0.78,63.16,0.71,174.197231611792,34,1.29,89,49.843,16.52,22.56,0.63,1.47,31.2,3.5,1,62.26,1012.11,31.58,"B",445.33
2293.62,49.12,-0.25,57.14,1.83,193.465499186133,26,0.98,102,49.9007,11.7933333333333,11.38,7.68,0.6,32.2,5.45,6,39.22,1018.62,51.426,"A",473.71
2206.28,70.96,-0.06,77.76,1.35,177.274985602237,34,1.41,88,50.3035,18.75,20.25,0.65,8.05,28.7,3.61,2,57.76,1016.28,38.88,"B",452.66
2159.12,69.23,-0.34,90.56,0.88,174.500208245445,29,1.03,100,49.7277,17.4733333333333,22.42,1.01,0.93,30.9,3.84,2,59.43,1007.12,90.56,"A",440.99
2302.48,56.01,0.52,60.98,1.68,198.100225486607,24,1.1,115,49.9182,13.95,14.85,2.38,1.14,31,4.64,3,38.91,1014.48,140.254,"A",467.42
2262.02,67.12,-0.34,70.31,1.17,183.714355133181,27,1.06,108,49.9149,17.54,25.62,2.09,0.93,33.5,4.74,3,58.82,1010.02,112.496,"A",444.14
2206.57,62.13,-0.45,74.05,0.78,182.948165770003,29,0.79,99,49.7368,13.6166666666667,19.85,1.1,1.33,30.1,4.09,4,56.53,1020.57,29.62,"A",457.17
2293.92,67.9,-0.03,75.42,1.6,184.426740526529,28,0.96,96,50.2959,14.5566666666667,13.67,1.67,2.34,29.8,4.2,4,54.3,1015.92,90.504,"D",467.87
2395.78,97.12,0.88,82.25,3.38,168.961102817466,24,1.02,116,50.21,19.13,24.39,43.43,0.94,28.9,4.91,5,70.72,1009.78,82.25,"A",442.04
2198.52,56.18,-0.1,67.95,1.07,195.590730605079,28,0.98,105,49.964,13.3566666666667,16.07,1.45,1.39,27.6,4.32,4,44.58,1019.52,54.36,"B",471.36
2307.81,58.9,0.54,100.09,8.62,198.38768067735,23,1.18,110,49.973,12.8666666666667,11.6,100,1.65,30.2,5.21,4,39.1,1009.81,160.144,"A",460.7
2199.35,83.03,-0.03,47.28,1.04,164.64322194182,33,1.09,94,50.1412,22.46,31.38,0.82,1.36,31.1,3.68,3,70.83,1010.35,14.184,"A",431.33
2067.59,88.36,0.24,72.41,0.9,170.367188921078,34,1.13,91,49.9065,17.97,29.91,0.69,1.09,30.2,3.29,2,76.86,998.59,7.241,"B",432.6
2133.07,63.39,-1.19,77.67,0.14,174.081875413076,34,0.56,91,49.6367,15.5566666666667,19.67,0.22,0.87,28.4,3.61,2,59.39,1014.07,15.534,"B",447.61
2253.27,77.59,0.27,63.7,1.42,173.24922466077,27,0.87,106,50.0205,20.06,27.18,2.06,0.74,30.4,4.83,5,64.79,1016.27,50.96,"A",443.87
2173.2,63.4,-0.14,79.77,1.25,181.284074425113,30,0.97,100,49.8439,17.13,21.39,1.8,1.13,30.8,4.35,4,52.3,1009.2,79.77,"B",446.87
2271.57,47.01,-0.62,93.84,0.73,186.036775535907,27,0.92,102,49.8133,13.4833333333333,10.45,2.03,0.52,35.8,4.74,3,41.01,1020.57,65.688,"B",465.74
2288.02,65.59,-0.49,84.95,1.19,187.172526949459,22,0.95,106,49.879,13.4866666666667,19.46,2.57,0.87,34.7,4.92,4,56.89,1014.02,195.385,"A",447.86
2036.16,72.36,-0.33,70.16,1.06,176.428369794216,36,1.17,96,49.8653,16.85,23.55,0.42,4.18,25.1,3.3,2,62.96,1020.16,14.032,"D",447.65
2141.78,78.97,0.32,84.24,1.37,170.475925837744,32,1.14,99,49.6903,16.7833333333333,23.35,0.91,1.03,31.9,3.77,2,63.47,1011.78,33.696,"A",437.87
1999.87,53.46,0.11,73.32,0.89,190.669926854445,35,1.1,96,49.462,11.0866666666667,9.26,0.55,1.18,25.4,2.88,1,41.66,1016.87,7.332,"A",483.51
2290.21,59.56,0.46,86.17,2.15,189.904008430277,23,1.13,111,50.2418,14.4333333333333,10.3,3.43,0.62,30.8,5.16,3,41.46,1018.21,137.872,"D",479.65
2249.88,68.86,-0.12,65.43,1.15,173.037299010967,29,1.15,108,49.8304,17.98,20.94,1.6,0.66,34.7,4.59,2,58.16,1016.88,71.973,"D",455.16
