X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21
2253.07,80.74,-0.24,69.53,0.95,169.3760329,26,0.75,102,49.9313,18.69,29.07,1.89,0.99,28.9,4.54,5,71.64,1006.07,48.671,C
2206.97,71.56,-0.72,52.16,1.04,175.49301,30,1.07,96,49.8114,15.27,21.81,1.32,0.77,31.9,4.35,3,65.46,1013.97,20.864,B
2392.82,55.9,0.14,78.98,1.08,194.3247557,26,0.76,99,50.6595,14.16,9.48,2.43,1.2,29.5,4.75,5,40.8,1023.82,78.98,B
2194.89,52.65,-0.44,79.87,0.59,189.7463996,30,0.73,103,49.6793,14.56333333,13.69,0.87,1.47,31.7,3.96,3,44.85,1016.89,95.844,C
2326.94,77.65,-0.3,52.91,1.29,180.5525426,27,1.04,101,50.233,18.72666667,32.18,2.2,1.09,36.1,5.14,4,69.75,1009.94,52.91,A
2146.91,65.73,-0.76,79.48,0.84,174.0341687,32,0.97,102,49.6262,16.82666667,23.48,0.84,0.93,28.5,3.73,3,60.23,1011.91,79.48,C
2255.83,83.39,-0.61,76.07,1.12,179.9609397,26,1.01,98,49.9082,16.27333333,27.82,1.48,1.37,33.4,4.28,3,76.09,1007.83,136.926,C
2229.79,78.33,-0.65,79.56,0.79,166.0197379,31,1,99,49.8815,17.42,25.26,0.87,1.1,28.7,3.71,3,74.33,1014.79,55.692,B
2252.13,60.39,0.58,78.16,5,185.2332989,28,1.52,109,49.9636,14.70666667,14.12,3.52,0.7,28.9,4.5,3,42.99,1007.13,54.712,D
2298.51,66.37,-0.51,80.54,1.2,177.9758709,26,1,102,50.1271,17.71333333,23.14,2.25,1,32.3,4.85,3,60.27,1018.51,88.594,A
2222.56,61.68,-0.13,89.78,0.91,185.474833,33,1.4,91,50.3347,15.91333333,17.74,0.87,2.25,28.8,3.68,2,50.88,1015.56,44.89,D
2309.38,46.87,-0.55,82.3,1.34,195.40049,27,1.05,104,49.9488,11.38333333,10.15,4.12,1.28,29.6,4.84,4,41.17,1019.38,90.53,A
2145.2,54.09,-0.03,85.23,1.17,192.5346358,31,1.03,95,49.895,10.78333333,8.35,0.74,1.82,27.7,3.52,3,43.79,1016.2,68.184,D
2204.17,84.01,0.41,86.69,0.99,173.8511386,30,0.96,96,50.2257,17.78333333,20.35,0.85,1.4,27.2,3.62,3,68.61,1011.17,43.345,A
2155.3,64.61,0.73,77.75,0.88,176.0677383,36,1.56,97,50.1562,19.35333333,22.06,0.23,1.47,26.6,2.71,1,45.61,1014.3,46.65,B
2196.17,49.21,-0.7,83.28,0.83,192.1674175,31,0.84,96,49.898,14.21333333,15.64,1.03,1.34,31,4.06,4,44.21,1020.17,49.968,A
2278.46,45.96,-0.2,70.76,1.38,192.2023102,27,0.81,114,49.7801,12.10666667,9.32,2.37,0.64,28.4,4.63,5,36.66,1027.46,77.836,D
2236.76,72.81,-0.41,48.05,0.97,170.1634401,28,1.01,107,49.7497,19.76,29.28,1.44,0.97,30.5,4.23,3,65.71,1013.76,43.245,B
2376.61,51.61,0.27,78.96,1.34,184.4589623,27,1.09,103,50.2488,14.50666667,7.52,2.06,0.62,32.6,4.66,4,39.61,1018.61,71.064,A
2329.91,85.29,0.58,55.96,2.3,171.6879318,27,1.06,98,50.3577,19.69333333,29.08,2.93,2.23,27.6,4.25,5,67.79,1010.91,33.576,A
2145.21,56.15,0.13,93.25,1.25,189.1272934,30,1.27,95,50.1195,13.51666667,7.55,1.04,1.2,30.2,4.03,2,42.85,1011.21,37.3,A
2065.56,51.87,-0.45,52.23,0.63,181.5612645,43,1.05,93,49.9407,18.83666667,26.51,0.15,2.29,26,2.75,2,44.57,1007.56,10.446,A
2165.23,76.94,0.43,42.41,1.1,166.7417087,35,1.47,101,49.9842,20.84,26.52,0.5,1.89,30.6,2.97,0,63.94,1018.23,33.928,A
2306.4,54.07,-0.01,86.43,1.26,187.3182313,29,1.16,98,50.2867,14.69,8.07,1.7,0.82,32.9,4.53,3,41.17,1019.4,43.215,A
2056.31,78.01,0.26,80.16,0.97,165.3796437,33,1.17,100,49.6964,20.45,25.35,0.32,1.42,22.6,2.63,2,63.21,1012.31,48.096,B
2185.8,49.48,-0.49,76.16,1,194.1581201,32,1.42,96,49.8475,12.78666667,11.36,0.89,1.21,31,3.63,2,41.48,1012.8,68.544,B
2096.29,46.34,-0.38,97.16,0.77,185.8976361,34,1.09,102,49.3834,12.96333333,11.89,0.73,0.99,30.9,3.18,2,40.64,1021.29,29.148,A
2262.97,82.66,0.34,64.7,1.74,172.1629205,24,0.95,113,50.0836,18.73,20.19,2.7,0.87,29,4.82,4,66.86,1012.97,142.34,A
2170.14,62.12,0.2,68.92,1.25,188.7750232,29,1.05,95,50.1587,16.68,20.04,1.2,1.62,28.2,4.08,3,48.92,1011.14,75.812,A
2259.56,45.08,-0.94,94.13,0.88,194.3661926,29,0.8,100,49.7985,12.44,10.32,1.78,1.39,31.1,4.57,4,39.28,1016.56,141.195,A
2058.75,50.18,-0.15,66.67,0.86,190.8351205,33,1.02,100,49.55,13.00333333,12.01,0.56,1.12,25.5,2.86,2,41.48,1017.75,33.335,A
2169.44,77.26,0.15,84.64,0.82,168.7247318,34,1.32,89,50.2157,19.69333333,23.08,0.36,1.32,28.5,3.19,2,61.86,1013.44,50.784,D
2204.88,77.94,-0.08,80.09,1.08,167.5772913,32,1.54,92,50.2552,17.60333333,19.81,0.71,2.94,27.8,3.56,2,66.54,1013.88,40.045,A
2226.96,81.39,-0.22,67.56,0.78,174.653838,30,1.08,92,50.2837,18.03333333,24.1,0.81,1.36,31.4,3.87,3,71.29,1007.96,60.804,A
2036.31,43.48,-1.19,69.85,0.78,194.0706521,35,0.96,88,49.6341,12.82333333,14.47,0.51,1.76,31.2,3.21,2,39.58,1011.31,48.895,B
2141.46,90.84,0.43,54.57,0.79,159.1763117,38,1.07,99,49.9007,22.75,32.25,0.45,1.06,25,2.56,2,77.54,1010.46,5.457,B
2270.69,53.11,-0.02,82.52,1.09,182.4086609,30,1.04,100,50.0953,15.17,9.51,1.12,1.48,27.8,3.82,3,40.81,1015.69,82.52,A
2356.61,49.18,-0.15,87.69,0.96,188.9362636,27,1.24,102,50.4175,15.21,12.63,2.06,0.64,32.7,4.69,3,41.48,1009.61,61.383,A
2164.53,90.1,0.05,58.08,0.91,166.4578158,32,1.12,88,50.069,19.30333333,30.91,0.65,1,30.8,3.43,2,76.2,1008.53,11.616,A
2165.03,51.92,0.28,75.14,0.93,196.3458788,32,1.08,94,50.098,11.79333333,8.38,0.84,1.31,30.2,3.51,2,39.22,1015.03,15.028,B
2255.83,69.37,0.36,77.43,1.39,183.8723443,27,1.43,108,50.1298,16.54333333,22.63,1.54,1.27,29.7,4.28,2,57.17,1009.83,92.916,B
2249.49,55.27,0.25,87.9,1.84,195.7824142,29,0.94,100,50.2905,11.90333333,5.71,1.57,1.54,29.7,4.37,4,40.77,1022.49,43.95,D
2196.22,56.87,0.16,91.91,1.65,192.1704777,29,0.91,103,49.9087,14.36333333,13.09,1.36,1.87,30.9,4.16,4,43.67,1012.22,128.674,B
2130.28,74.9,-0.07,80.79,1.1,168.4316921,35,1.73,86,50.0952,18.57333333,22.72,0.33,3.16,28.2,3.23,1,62.4,1010.28,24.237,A
2329.22,92.14,0.68,90.45,5.81,170.7931725,27,1.54,103,50.2249,17.89,23.67,4.33,1.01,31.6,4.64,3,72.24,1011.22,126.63,B
2309.87,71.66,1.08,79.68,5.16,187.2239307,25,0.91,99,50.4028,18.06333333,18.19,3.88,1.14,30.9,4.82,5,43.96,1011.87,55.776,B
2119.5,58.41,0.25,63.53,0.92,180.0991035,37,1.13,100,49.7932,18.52666667,25.58,0.48,1.37,24.5,2.49,2,47.01,1014.5,12.706,A
2267.01,51.9,0.12,81.83,1.57,201.3122012,25,1.05,113,49.7945,10.26333333,6.79,2.93,1.06,33.1,5,4,40,1019.01,130.928,A
2193.48,77.76,0.07,83.04,0.8,167.2575882,35,1.04,88,50.2567,18.35,19.05,0.52,1.73,24.2,3.18,3,62.96,1020.48,16.608,A
2191.55,76.67,0.32,74.69,1.25,169.4440479,31,1.11,101,50.0509,19.44,25.32,0.91,1.24,28.2,3.8,3,63.77,1014.55,29.876,A
2207.05,51.32,-0.05,72.43,1.03,183.1049039,32,0.87,105,49.6659,16.03,15.09,1.07,0.81,28.6,3.83,4,39.52,1017.05,36.215,D
2176.28,87.64,0.46,88.03,1,166.9694447,35,1.01,93,50.1303,19.81333333,23.44,0.57,1.77,27.5,3.21,3,72.24,1011.28,35.212,B
2309.85,52.41,-0.28,68.82,1.26,188.4621374,27,1.11,111,49.8907,11.75333333,8.26,2.73,0.94,30.9,4.82,3,44.71,1020.85,110.112,A
2335.77,53.31,0.49,67.92,2.6,192.6363803,27,1.09,105,50.3593,17.74,17.22,2.34,0.89,31,4.56,4,36.71,1013.77,108.672,A
2190.06,74.68,-0.45,46.49,0.81,170.2516292,30,1.28,102,49.917,19.15333333,27.46,0.98,1.15,29,3.82,2,68.08,1013.06,55.788,A
2111.56,56.43,0.5,87.87,1.16,190.7637177,31,1,102,49.9913,13.84,11.52,0.75,1.58,26.9,3.53,3,40.03,1017.56,52.722,B
2218.92,77.73,0.56,71.29,1.32,173.277969,31,1.07,103,49.961,18.18333333,27.55,0.88,0.91,27.9,3.7,3,63.13,1012.92,35.645,A
2384.92,54.4,0.48,90.1,1.61,192.2563752,25,0.89,104,50.6102,13.16666667,6.5,2.82,0.85,29.3,4.99,6,38.5,1013.92,72.08,A
2179.41,51.08,0.18,83.45,1.02,190.2371578,32,0.95,99,49.8252,14.45,13.35,0.72,1.1,28.7,3.32,3,39.58,1012.41,41.725,B
2137.05,70.77,-0.15,76.56,0.9,176.4485686,30,1.14,100,49.7825,16.16666667,21.5,0.93,0.99,30.2,3.63,2,59.87,1019.05,61.248,B
2154.66,54.01,-0.84,80.85,0.76,183.647863,33,0.9,96,49.5726,15.48666667,22.46,0.7,1.25,30.3,3.1,3,48.41,1008.66,48.51,D
2155.39,70.31,-0.27,76.95,0.76,166.6360261,36,1.12,101,49.6622,18.35,22.05,0.63,1.09,27.2,2.91,1,63.31,1012.39,30.78,B
2250,57.2,0.4,65.69,1.17,184.5284617,28,1.14,103,50.0466,16.09333333,18.28,1.93,0.53,30.1,4.58,3,41.1,1002,39.414,A
2260.37,64.12,-0.23,64.46,1.02,186.5570228,24,0.8,103,50.0681,13.85333333,14.56,1.91,1.14,28.6,4.57,5,53.82,1016.37,64.46,A
2170.61,82.17,0.18,74.66,1.15,173.7775039,29,1.38,98,50.06,18.66666667,26,1.17,1.55,30.3,4.02,2,70.47,1009.61,52.262,A
2305.47,48.86,-0.15,94.76,1.1,195.4116185,26,1.3,99,50.526,14.38,13.14,2.55,0.99,30.3,5.05,3,40.66,1016.47,113.712,A
2222.66,72.34,0.34,78.53,0.83,176.7031254,29,0.64,103,50.0258,18.05666667,24.17,1.07,1.13,29.9,4.11,4,59.44,1012.66,54.971,A
2167.8,80.07,-0.29,65.18,0.74,174.5945187,32,1.31,101,49.886,17.70333333,26.11,0.8,1.82,29.3,3.61,1,73.17,1009.8,65.18,B
2158.41,49.57,-0.51,85.26,0.64,191.6842535,31,0.68,102,49.7032,10.12666667,9.38,0.82,0.89,30.4,4.05,3,44.77,1020.41,25.578,B
2311.2,61.81,0.34,58.69,1.24,187.6344744,27,0.84,100,50.0444,15.25666667,18.77,1.48,1.09,30.7,4.36,5,49.21,1012.2,29.345,C
2314.83,54.86,0.47,78.91,3.83,191.5973285,26,1.16,113,49.9874,13.33333333,10,12.91,0.64,31,5.25,5,39.66,1016.83,94.692,A
2256.11,50.43,-0.42,90.29,0.98,193.7315328,24,1.03,111,49.7811,11.36666667,10.1,2.04,0.87,30.6,4.61,3,44.03,1008.11,162.522,C
2248.09,65.57,0.82,92.42,3.29,193.400992,30,1.38,103,50.2784,13.45,10.35,1.88,3.76,27.3,4,3,40.27,1005.09,92.42,C
2313.31,49.8,-0.33,86.01,1.34,202.1675709,25,0.98,101,50.0619,12.31666667,12.95,3.01,1.05,35.3,5.12,4,40.1,1015.31,129.015,B
2092.34,56.33,-0.53,86.28,1.25,189.0873045,32,1,101,49.6496,16.25333333,21.76,0.85,3.89,30.9,3.79,2,47.93,1005.34,94.908,B
2291.7,66.66,0.41,67.98,1.3,183.0549333,27,1.22,111,50.2743,19.35333333,25.06,1.93,0.85,31.2,4.62,3,52.36,1014.7,81.576,A
2225.06,62.72,0.1,86.76,1.22,180.9943054,33,1.36,97,49.8606,10.79666667,8.39,0.71,1.09,31.2,3.74,2,52.72,1026.06,17.352,B
2193.67,79.35,-0.16,74.78,0.8,168.4262702,29,0.86,104,49.8981,18.85333333,23.56,1.02,0.96,26.7,3.82,3,71.85,1009.67,29.912,B
2304.68,81.12,0.62,81.38,1.55,177.0740772,27,1.1,103,50.1167,18.86,23.58,1.54,1.09,34.2,4.35,3,58.82,1009.68,113.932,A
2187.64,59.71,0.19,82.39,1.13,178.3966766,34,1.39,89,50.1937,17.90333333,20.71,0.53,1.16,27.1,3.41,2,45.61,1013.64,24.717,A
2191.2,53.08,-0.18,64.57,1.19,186.2939981,30,1.02,96,49.6848,12.46666667,13.4,1.33,0.8,27.9,4.07,3,41.78,1010.2,32.285,A
2255.53,61.56,1.05,92.04,1.8,192.2778085,30,1.4,104,50.329,13.45333333,10.36,1.24,1.33,32.8,4.33,2,41.46,1017.53,46.02,B
2265.41,51.02,-0.48,79.04,1.39,194.7996105,26,1.09,103,50.1085,12.55666667,13.67,7.04,1.41,29.4,5.19,4,42.32,1015.41,126.464,C
2150.07,79.58,-0.53,61.8,0.76,170.2556968,34,1.03,90,50.0795,19.78333333,29.35,0.78,0.96,31.9,3.53,2,71.58,1010.07,12.36,B
2316.57,43.74,-0.4,91.8,1.25,202.399977,24,1,101,50.1292,10.20333333,6.61,2.04,0.97,32,4.83,4,36.24,1013.57,128.52,B
2313.64,45.75,-0.41,68.03,0.88,200.5064546,27,0.89,100,50.1705,12.64,13.92,1.57,1.17,29.1,4.49,4,39.85,1012.64,54.424,D
2284.89,76.06,-0.05,52.83,2.6,178.7825922,28,1.62,95,50.5034,20.06,27.18,2.76,3.97,28.9,4.34,3,62.66,1009.89,84.528,B
2173.94,54.74,0.13,66.49,1.25,190.3053835,33,1.4,101,49.7011,11.80333333,11.41,0.63,1.36,28.5,3.35,2,41.54,1019.94,33.245,B
2153.05,74.63,-0.92,51.97,0.69,174.8746474,32,1.19,90,49.6993,15.87,26.61,0.72,1.26,31.5,3.59,2,69.13,1002.05,31.182,D
2262.42,81.21,0.38,63.71,1.24,165.702922,27,1.05,108,49.8603,17.77333333,20.32,1.26,0.73,27.7,4.07,3,67.71,1007.42,50.968,D
2273.64,50.93,-0.33,73.69,1,183.8514981,24,1.2,115,50.1479,17.99,20.97,2.99,0.64,32.5,5.12,3,44.63,1007.64,206.332,A
2335.25,61.4,0.3,50.8,1.2,190.6216791,27,0.81,106,50.1415,17.44666667,25.34,2.28,0.85,33.7,4.99,4,49.5,1013.25,35.56,A
2084.05,51.75,0.02,86.88,0.89,183.2791697,35,1.4,91,49.7647,13.07333333,6.22,0.3,1.12,30.5,2.74,0,39.85,1012.05,26.064,A
2058.42,41.53,-0.65,79.5,0.17,194.3931966,37,0.63,94,49.9073,14.95666667,11.87,0.07,1.42,29.2,3.29,2,36.43,1023.42,23.85,A
2262.99,51.3,0.13,81.24,1.55,193.4705944,26,1.31,110,49.8891,11.97333333,11.92,1.74,0.73,32.1,4.7,2,41.2,1016.99,105.612,A
2117.51,80.45,-0.44,81.04,0.57,167.4308865,34,1.01,82,50.143,19.38333333,28.15,0.23,1.9,28.4,3.13,2,71.25,1000.51,16.208,C
2153.68,79.94,0.54,46.86,0.86,163.8535948,36,1.4,102,49.9886,22.33666667,28.01,0.51,1.12,24.6,3.16,1,65.34,1014.68,23.43,A
2211.1,51.89,-0.23,74.03,1.58,192.4471834,30,1.18,100,49.7382,14.50333333,16.51,1.48,2,30.7,4.04,2,41.79,1007.1,74.03,A
2243.18,58.21,0.47,75.19,1.73,193.8566736,28,0.89,108,49.8692,13.50333333,13.51,2.05,0.91,28.5,4.4,4,39.31,1012.18,37.595,B
2145.27,84.34,0.3,85.42,1.36,169.1792007,33,0.94,91,50.1131,18.11333333,18.34,0.54,1.47,23.4,3.04,3,65.94,1013.27,34.168,A
2062.36,51.02,-0.34,95.17,0.6,191.6553513,39,1.19,91,49.8329,11.34666667,10.04,0.26,6,26.7,3.01,2,41.62,1013.36,19.034,B
2072.27,68.93,-0.02,76.49,0.72,170.9003597,34,1.2,94,49.9649,18.76666667,20.3,0.39,1.27,25.1,2.83,1,56.53,1020.27,38.245,D
2291.34,64.45,-0.54,80.24,0.93,186.3074355,25,0.83,100,49.9058,14.2,18.6,3.46,0.83,37.3,5.39,4,56.85,1012.34,96.288,B
2244.77,57.49,-0.73,94.72,1.01,188.8909152,27,1.02,101,49.7825,13.59666667,19.79,2.46,0.9,35.4,5.02,3,51.19,1008.77,75.776,A
2177.56,49.51,-0.35,68,1.07,191.6456751,30,1.25,102,49.6359,11.72666667,11.18,1.32,0.94,33.1,4.14,2,39.61,1018.56,74.8,A
2275.07,51.5,0.17,91.45,1.61,200.7337583,24,1.04,109,49.8827,11.63666667,10.91,2.92,1.12,31.4,4.86,4,40.1,1014.07,118.885,B
2192.89,54.13,-0.41,77.98,0.72,190.8126246,30,0.7,100,50.0142,16.30666667,18.92,1.17,0.9,31.6,4.47,3,46.93,1009.89,38.99,A
2165.05,48.18,-0.35,78.25,0.61,187.3587028,34,1.2,95,49.9875,14.7,14.1,0.43,1.21,29.3,3.15,2,42.18,1015.05,31.3,A
2327.12,72.62,0.39,80.58,1.3,177.301207,25,1.17,103,50.064,17.23,24.69,2.18,0.52,32,4.73,3,59.92,1010.12,48.348,C
2300.81,55.97,0.09,56.08,1.03,185.507634,30,0.77,101,50.3573,19.87,23.61,1.28,0.94,29.1,4.37,4,43.77,1011.81,28.04,B
2219.36,69.96,0,58.97,0.84,173.6153435,32,0.99,96,50.2677,20,27,0.82,1.08,28.8,3.4,3,60.96,1012.36,11.794,B
2177.92,59.3,0.49,40,0.99,178.8777285,32,1,96,50.0605,16.29,15.87,0.65,1.02,25.7,3.42,3,45,1021.92,4,B
2068.17,83.44,-0.05,74.77,0.96,164.747979,34,1.03,96,49.5325,19.06666667,30.2,0.49,1.31,29.4,3.14,2,74.34,1004.17,37.385,B
2224.1,48.2,-0.3,67.48,1.15,200.5846854,28,1.14,96,50.0536,12.72666667,14.18,1.2,1.01,34.2,4.34,2,39.3,1020.1,33.74,A
2171.57,53.37,-0.06,72.1,0.58,183.2432428,35,1.16,94,49.6039,12.74333333,11.23,0.45,0.99,30,3.09,1,43.67,1012.57,7.21,A
2073.32,88.98,0.14,47.7,1,164.8435295,34,1.48,94,49.9988,21.98333333,32.95,0.53,1.59,28,3.4,1,75.08,1005.32,28.62,A
1944.83,53.83,-0.56,44.59,0.69,188.4969374,36,1.09,83,49.8788,17.11,24.33,0.4,1.17,29.7,2.75,1,46.93,1013.83,4.459,B
2191.34,50.98,0.42,68.38,1,196.0589379,29,1.04,102,50.0902,13.18333333,9.55,0.99,1.06,28.9,3.81,3,38.08,1019.34,27.352,D
2126.51,79.27,0.41,50.43,1.05,170.8258142,41,1.52,96,49.9829,19.19333333,27.58,0.31,1.88,28.9,2.93,1,65.27,1013.51,15.129,B
2244.44,74.82,0.26,70.23,0.99,173.9752809,30,1.04,98,50.1169,20.52,25.56,0.88,1.1,30.9,3.75,2,58.82,1010.44,56.184,D
2312.37,50,-0.04,74.47,1.6,196.3485388,28,1.12,106,49.9634,10.91333333,5.74,1.96,1.46,28.9,4.22,4,37.8,1021.37,96.811,B
2204.77,48.72,-0.29,71.63,0.89,188.1541064,28,1.13,101,49.8578,11.74,8.22,1.18,1.04,31.1,4.1,2,41.82,1032.77,50.141,A
2293.44,76.44,0.25,79.28,3.25,182.6925265,27,1.26,98,50.4253,16.72666667,23.18,7.06,2.45,29.6,4.73,4,59.04,1011.44,118.92,A
2109.75,76.62,-0.38,59.48,0.61,169.7251048,39,1.17,88,50.1081,19.97,26.91,0.24,1.48,27.2,2.8,1,70.02,1010.75,5.948,B
2281.93,60.4,-0.37,65.68,1.24,184.4267405,26,1.05,108,49.886,14.38,16.14,1.53,0.81,33.5,4.51,3,54.3,1017.93,105.088,A
2222.71,57.18,-0.28,91.95,0.86,182.3565856,29,0.93,104,49.9367,15.89666667,20.69,1.27,1.07,29.8,4.14,4,50.78,1008.71,36.78,C
2309.3,74.98,-0.04,70.99,1.56,170.6313762,26,0.92,117,49.8506,17.06,24.18,4.96,0.44,38,5.54,4,66.48,1003.3,49.693,A
2123.01,47.74,-0.24,82.96,0.67,185.389117,34,1.2,94,49.4991,10.93333333,2.8,0.41,1.06,30.2,2.41,0,39.64,1011.01,24.888,B
2170.43,78.21,0.39,58.35,1.13,168.0496909,36,1.17,98,49.9431,20.42,25.26,0.51,1.81,29.5,3.09,2,65.61,1014.43,17.505,A
2159.79,72.15,0.68,76.08,1.05,179.6164109,32,1.26,87,50.2013,14.37,10.11,0.53,1.39,30.3,3.42,2,52.75,1021.79,30.432,A
2262.65,58.21,0.03,75.13,1.86,191.9464212,28,1.23,98,50.4056,15.81333333,17.44,2.19,1.85,30,4.46,3,45.01,1013.65,82.643,B
2200.27,75.04,0.32,78.07,1.12,171.1333693,33,1.13,94,50.2379,20.45666667,25.37,0.6,2.4,27.1,3.24,3,59.14,1017.27,62.456,A
2262.32,53.32,0.26,91.09,1.28,192.8013873,27,1.2,115,49.8813,11.15,9.45,2.09,0.76,29.1,4.71,3,41.92,1029.32,81.981,B
2112.31,54.39,0.51,89.6,1.1,194.441881,30,1.06,102,49.9912,12.46333333,10.39,0.8,1.72,26.8,3.31,3,39.69,1003.31,80.64,B
2270.69,87.27,0.04,84.38,1.32,171.3550087,30,1.02,96,50.2558,18.73333333,26.2,1.58,1.01,32.7,4.5,4,74.67,1016.69,59.066,B
2353.13,57.23,-0.05,66.36,1.57,185.7870454,28,0.91,111,49.9775,17.61666667,22.85,2.64,1.26,29.6,4.7,5,47.43,1008.13,126.084,A
2190.13,55.13,-0.21,85.23,0.89,180.5971916,34,0.95,92,50.0941,15.21666667,12.65,0.5,3.92,27.9,3.48,3,44.03,1007.13,51.138,B
2170.95,46.53,-0.55,61.26,0.94,187.1078994,32,0.86,102,49.8644,15.04666667,15.14,0.95,1.03,29.3,3.94,4,41.93,1020.95,18.378,A
2131.58,79.12,-0.11,54.68,0.83,164.5948749,32,0.99,97,49.9794,20.50333333,28.51,0.78,0.87,30,3.74,3,70.02,1010.58,21.872,B
2292.19,82.49,0.11,92.56,1.15,168.5010894,28,1.02,103,50.2183,18.51666667,22.55,1.36,0.92,29.5,4.26,3,70.79,1006.19,55.536,B
2243.48,82.69,0.33,62.12,1.5,179.2655468,30,1.09,95,50.2173,17.11666667,24.35,0.98,1.87,30,3.91,3,66.49,1012.48,55.908,A
2160.38,62.99,0.49,92.65,1.07,183.9150423,34,1.04,96,50.012,16.21333333,12.64,0.59,1.29,28,2.89,2,41.79,1016.38,18.53,B
2159.15,73.53,-0.07,84.23,1.05,179.5838762,33,1.03,101,49.7825,17.06666667,24.2,0.72,1.91,30.6,3.46,3,64.33,1011.15,75.807,A
2136.2,55.16,0.32,78.41,1.04,190.1956236,31,1.16,102,49.8064,11.50666667,7.52,0.93,1.01,27.7,3.61,2,41.66,1015.2,39.205,B
2188.33,65.62,-0.27,78.67,0.76,180.6047998,31,1.17,93,50.0757,16.18,21.54,0.88,1.1,32.5,3.78,2,58.12,1015.33,31.468,C
2273.34,71.12,0.08,69.34,1.59,173.1012818,25,1.06,107,50.1466,18.81,23.43,2.88,0.55,29.7,4.9,4,60.32,1015.34,76.274,A
2264.1,86.46,0.63,79.16,1.71,173.8053874,30,1.11,100,50.1367,18.74666667,23.24,1.19,1.82,28.8,3.82,3,63.76,1010.1,87.076,B
2389.25,75.44,-0.33,88.51,1.19,177.4412001,25,1.07,111,50.0004,16.22333333,24.67,4.02,1.27,29.1,4.82,4,69.14,1006.25,150.467,D
2296.86,57.28,0.21,96.58,5.64,184.8171553,27,1.4,102,50.1194,14.25666667,6.77,7.54,1.14,30.3,4.74,3,40.78,1024.86,164.186,A
2138.32,79.18,-0.22,56.17,0.96,165.8963909,34,1.22,98,49.6269,20.64666667,31.94,0.7,1.26,30.5,3.47,2,69.98,1013.32,28.085,A
2272.45,65.12,0.28,91.92,1.3,185.024988,28,0.96,110,50.3119,18.94333333,20.83,1.84,1.08,28.4,4.44,4,49.02,1009.45,137.88,D
2393.36,51.59,-0.17,93.26,1.77,186.4980633,26,1.1,101,50.0454,12.79,8.37,3.85,0.55,35.8,5.06,4,39.99,1010.36,74.608,A
2229.63,48.37,-0.78,70.74,0.83,191.0058801,29,0.89,102,49.8221,13.58333333,13.75,1.25,1.02,32,4.31,4,44.47,1029.63,84.888,B
2208.47,81.76,-0.03,58.79,1.05,167.4252287,32,1.18,93,50.3163,22.27333333,30.82,0.71,2.69,27,3.61,3,70.36,1006.47,47.032,A
2178.86,64.47,-0.32,75.7,0.76,176.303749,33,1.13,95,49.9971,18.38666667,25.16,0.8,1.18,31.1,3.68,2,57.17,1009.86,22.71,A
2167.3,85.48,0.42,66.96,1.4,172.8825507,32,0.94,91,50.1211,18.36666667,22.1,0.53,4.05,27.7,3.41,3,65.48,1019.3,40.176,A
2207.84,65.32,0.07,57.72,1.1,180.5418197,34,1.18,88,50.2348,17.23333333,18.7,0.67,1.22,32,3.53,2,52.72,1024.84,5.772,B
2307.37,66.69,-0.08,89.09,1.61,182.8476401,27,1.86,106,50.0724,14.58666667,19.76,1.95,1.13,33.5,4.59,2,58.79,1017.37,115.817,D
2153.07,90.33,0.66,39.46,0.94,164.1118373,35,1.13,88,50.1599,21.48333333,28.45,0.36,1.35,26.7,3.12,3,69.23,1013.07,3.946,B
2188.9,62.43,0.3,86.8,1.29,178.9281122,31,1.09,104,49.7661,13.52666667,13.58,1.1,0.92,31,4.11,3,49.83,1008.9,34.72,A
2184.76,82.12,0.26,73.11,0.93,171.496101,32,1.13,91,50.2829,18.94333333,20.83,0.63,1.67,26.5,3.26,2,67.32,1011.76,36.555,D
2229.95,52.25,0.21,99.41,1.27,186.9743432,24,1.05,109,49.775,9.95,5.85,1.96,0.63,30.8,4.68,4,41.55,1001.95,69.587,A
2112.54,51.69,0.21,64.51,0.93,193.7630612,32,1.15,99,49.7931,13.66333333,16.99,0.61,1.28,28.8,3.1,2,40.89,1011.54,12.902,A
2306.59,59.92,0.85,65.05,2.42,183.6580339,29,1.37,106,50.2533,16.56,10.68,1.94,0.99,28.4,4.17,3,37.92,1009.59,52.04,C
2155.16,46.7,-0.16,60.26,0.86,189.6314268,33,1.25,90,50.1388,15.88333333,14.65,0.6,1.1,29.4,3.23,2,35.4,1016.16,24.104,D
2201.92,92.34,1.04,72.95,1.43,163.2209878,31,1.28,102,50.2991,20.73333333,26.2,0.86,1.24,26.5,3.61,3,71.14,1007.92,43.77,A
2077.23,84.21,0.15,41.29,1.4,170.5664654,35,1.33,97,49.5962,20.91333333,32.74,0.49,5.23,30.8,3.17,1,68.31,1010.23,33.032,A
2201.43,50.26,-0.17,80.25,0.86,185.425532,31,1.05,101,50.1166,16.26,15.78,0.96,1.43,26.5,3.67,3,41.16,1008.43,72.225,D
2349.08,58.48,0.64,87.02,1.71,191.4866934,24,1.1,118,50.0141,13.13666667,12.41,3.7,0.79,30.8,4.88,3,39.28,1017.08,95.722,A
